time,hour,soc_kwh,soc_min_kwh,soc_max_kwh
18:40,18.666666666666664,9875.823550555555,1200.0,10800.0
18:50,18.833333333333332,9418.453665370369,1200.0,10800.0
19:00,19.0,8767.948461666665,1200.0,10800.0
19:10,19.166666666666664,8055.919294999999,1200.0,10800.0
19:20,19.333333333333332,7314.262961666665,1200.0,10800.0
19:30,19.5,6628.433054259258,1200.0,10800.0
19:40,19.666666666666664,6018.529350555555,1200.0,10800.0
19:50,19.833333333333332,5371.765387592592,1200.0,10800.0
20:00,20.0,4725.388998703703,1200.0,10800.0
20:10,20.166666666666664,4134.718628333332,1200.0,10800.0
20:20,20.333333333333332,3514.674813518517,1200.0,10800.0
20:30,20.5,2824.8251098148135,1200.0,10800.0
20:40,20.666666666666664,2091.4677024074063,1200.0,10800.0
20:50,20.833333333333332,1372.6113135185174,1200.0,10800.0
21:00,21.0,1417.4146365185175,1200.0,10800.0
21:10,21.166666666666664,1518.6589035185175,1200.0,10800.0
21:20,21.333333333333332,1597.9689915185174,1200.0,10800.0
21:30,21.5,1608.5262795185176,1200.0,10800.0
21:40,21.666666666666664,1590.72600174074,1200.0,10800.0
21:50,21.833333333333332,1596.97996374074,1200.0,10800.0
22:00,22.0,1610.70743274074,1200.0,10800.0
22:10,22.166666666666664,2360.70743274074,1200.0,10800.0
22:20,22.333333333333332,3110.70743274074,1200.0,10800.0
22:30,22.5,3107.9573512592583,1200.0,10800.0
22:40,22.666666666666664,3849.8655112592583,1200.0,10800.0
22:50,22.833333333333332,4599.865511259259,1200.0,10800.0
23:00,23.0,5349.865511259259,1200.0,10800.0
23:10,23.166666666666664,6099.865511259259,1200.0,10800.0
23:20,23.333333333333332,6731.955386259258,1200.0,10800.0
23:30,23.5,7481.955386259258,1200.0,10800.0
23:40,23.666666666666664,8231.955386259258,1200.0,10800.0
23:50,23.833333333333332,8981.955386259258,1200.0,10800.0
24:00,24.0,9015.779756259259,1200.0,10800.0
