slot,time_start,time_end,hour_start,hour_end,load_kw,pv_kw,net_load_kw,price_yuan_per_kwh,planned_purchase_kwh,adjusted_purchase_kwh,planned_purchase_kw,adjusted_purchase_kw,charge_kwh,discharge_kwh,charge_kw,discharge_kw,storage_net_output_kw,emergency_purchase_kwh,emergency_purchase_kw,curtailed_pv_kwh,curtailed_pv_kw,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_source_cell,adjusted_source_cell
112,18:40,18:50,18.666666666666664,18.833333333333332,3456.8314,276.0564,3180.775,1.2522,99.804389,118.49627,598.8263340000001,710.97762,0.0,411.6328966666666,0.0,2469.79738,2469.79738,0.0,0.0,0.0,0.0,9875.823550555555,9418.453665370369,1200.0,10800.0,124.9750559058,35.10896008229999,0.0,160.0840159881,计划购电量!DI142,调整购电量!DI142
113,18:50,19:00,18.833333333333332,19.0,3634.5648,121.8367,3512.7281000000003,1.2881,0.0,0.0,0.0,0.0,0.0,585.4546833333334,0.0,3512.7281000000003,3512.7281000000003,0.0,0.0,0.0,0.0,9418.453665370369,8767.948461666665,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DJ142,调整购电量!DJ142
114,19:00,19:10,19.0,19.166666666666664,3852.72,7.7625,3844.9575,1.3466,0.0,0.0,0.0,0.0,0.0,640.8262499999998,0.0,3844.957499999999,3844.957499999999,0.0,0.0,0.0,0.0,8767.948461666665,8055.919294999999,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DK142,调整购电量!DK142
115,19:10,19:20,19.166666666666664,19.333333333333332,4004.9442,0.0,4004.9442,1.3523,0.0,0.0,0.0,0.0,0.0,667.4907,0.0,4004.9442,4004.9442,0.0,0.0,0.0,0.0,8055.919294999999,7314.262961666665,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DL142,调整购电量!DL142
116,19:20,19:30,19.333333333333332,19.5,3706.7434,3.2619,3703.4815,1.3445,0.0,0.0,0.0,0.0,0.0,617.2469166666666,0.0,3703.4815,3703.4815,0.0,0.0,0.0,0.0,7314.262961666665,6628.433054259258,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DM142,调整购电量!DM142
117,19:30,19:40,19.5,19.666666666666664,3293.48,0.0,3293.48,1.3483,0.0,0.0,0.0,0.0,0.0,548.9133333333333,0.0,3293.48,3293.48,0.0,0.0,0.0,0.0,6628.433054259258,6018.529350555555,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DN142,调整购电量!DN142
118,19:40,19:50,19.666666666666664,19.833333333333332,3492.5254,0.0,3492.5254,1.349,0.0,0.0,0.0,0.0,0.0,582.0875666666666,0.0,3492.5253999999995,3492.5253999999995,0.0,0.0,0.0,0.0,6018.529350555555,5371.765387592592,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DO142,调整购电量!DO142
119,19:50,20:00,19.833333333333332,20.0,3490.6667,0.2342,3490.4325000000003,1.3473,0.0,0.0,0.0,0.0,0.0,581.73875,0.0,3490.4325,3490.4325,0.0,0.0,0.0,0.0,5371.765387592592,4725.388998703703,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DP142,调整购电量!DP142
120,20:00,20:10,20.0,20.166666666666664,3189.62,0.0,3189.62,1.3482,0.0,0.0,0.0,0.0,0.0,531.6033333333332,0.0,3189.6199999999994,3189.6199999999994,0.0,0.0,0.0,0.0,4725.388998703703,4134.718628333332,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DQ142,调整购电量!DQ142
121,20:10,20:20,20.166666666666664,20.333333333333332,3348.2366,0.0,3348.2366,1.3513,0.0,0.0,0.0,0.0,0.0,558.0394333333334,0.0,3348.2366,3348.2366,0.0,0.0,0.0,0.0,4134.718628333332,3514.674813518517,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DR142,调整购电量!DR142
122,20:20,20:30,20.333333333333332,20.5,3725.2052,0.0168,3725.1884,1.34,0.0,0.0,0.0,0.0,0.0,620.8647333333333,0.0,3725.1884,3725.1884,0.0,0.0,0.0,0.0,3514.674813518517,2824.8251098148135,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DS142,调整购电量!DS142
123,20:30,20:40,20.5,20.666666666666664,3960.13,0.0,3960.13,1.3489,0.0,0.0,0.0,0.0,0.0,660.0216666666666,0.0,3960.13,3960.13,0.0,0.0,0.0,0.0,2824.8251098148135,2091.4677024074063,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DT142,调整购电量!DT142
124,20:40,20:50,20.666666666666664,20.833333333333332,3881.8245,0.0,3881.8245,1.3952,0.0,0.0,0.0,0.0,0.0,646.97075,0.0,3881.8244999999997,3881.8244999999997,0.0,0.0,0.0,0.0,2091.4677024074063,1372.6113135185174,1200.0,10800.0,0.0,0.0,0.0,0.0,计划购电量!DU142,调整购电量!DU142
125,20:50,21:00,20.833333333333332,21.0,3513.6729,0.0012,3513.6717,1.2226,637.7333,635.39342,3826.3998,3812.36052,49.78147000000001,0.0,298.6888200000001,0.0,-298.6888200000001,0.0,0.0,0.0,0.0,1372.6113135185174,1417.4146365185175,1200.0,10800.0,779.6927325799999,-1.430368643999996,0.0,778.2623639359999,计划购电量!DV142,调整购电量!DV142
126,21:00,21:10,21.0,21.166666666666664,3160.32,0.0,3160.32,0.9332,639.21363,639.21363,3835.28178,3835.28178,112.49362999999994,0.0,674.9617799999996,0.0,-674.9617799999996,0.0,0.0,0.0,0.0,1417.4146365185175,1518.6589035185175,1200.0,10800.0,596.514159516,0.0,0.0,596.514159516,计划购电量!DW142,调整购电量!DW142
127,21:10,21:20,21.166666666666664,21.333333333333332,3214.7106,0.0,3214.7106,0.9068,623.90742,623.90742,3743.44452,3743.44452,88.12232000000006,0.0,528.7339200000004,0.0,-528.7339200000004,0.0,0.0,0.0,0.0,1518.6589035185175,1597.9689915185174,1200.0,10800.0,565.759248456,0.0,0.0,565.759248456,计划购电量!DX142,调整购电量!DX142
128,21:20,21:30,21.333333333333332,21.5,3489.1029,0.0,3489.1029,0.9371,593.24747,593.24747,3559.48482,3559.48482,11.73032000000012,0.0,70.38192000000072,0.0,-70.38192000000072,0.0,0.0,0.0,0.0,1597.9689915185174,1608.5262795185176,1200.0,10800.0,555.9322041370001,0.0,0.0,555.9322041370001,计划购电量!DY142,调整购电量!DY142
129,21:30,21:40,21.5,21.666666666666664,3713.49,0.0,3713.49,0.9371,602.89475,602.89475,3617.3685000000005,3617.3685000000005,0.0,16.02024999999992,0.0,96.12149999999951,96.12149999999951,0.0,0.0,0.0,0.0,1608.5262795185176,1590.72600174074,1200.0,10800.0,564.9726702250001,0.0,0.0,564.9726702250001,计划购电量!DZ142,调整购电量!DZ142
130,21:40,21:50,21.666666666666664,21.833333333333332,3715.4477,0.0,3715.4477,0.9871,627.47674,626.19013,3764.86044,3757.1407799999997,6.948846666666668,0.0,41.69308000000001,0.0,-41.69308000000001,0.0,0.0,0.0,0.0,1590.72600174074,1596.97996374074,1200.0,10800.0,619.3822900539999,-0.635006365499998,0.0,618.7472836884999,计划购电量!EA142,调整购电量!EA142
131,21:50,22:00,21.833333333333332,22.0,3460.6768,0.0,3460.6768,0.7764,592.03221,592.03221,3552.19326,3552.19326,15.252743333333342,0.0,91.51646000000005,0.0,-91.51646000000005,0.0,0.0,0.0,0.0,1596.97996374074,1610.70743274074,1200.0,10800.0,459.65380784399997,0.0,0.0,459.65380784399997,计划购电量!EB142,调整购电量!EB142
132,22:00,22:10,22.0,22.166666666666664,3169.68,0.0,3169.68,0.4209,1373.6143,1373.6143,8241.685800000001,8241.685800000001,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,12.000966666666727,72.00580000000036,1610.70743274074,2360.70743274074,1200.0,10800.0,578.1542588699999,0.0,0.0,578.1542588699999,计划购电量!EC142,调整购电量!EC142
133,22:10,22:20,22.166666666666664,22.333333333333332,3161.2424,0.0,3161.2424,0.3859,1368.2638,1368.2638,8209.5828,8209.5828,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,8.05673333333334,48.340400000000045,2360.70743274074,3110.70743274074,1200.0,10800.0,528.01300042,0.0,0.0,528.01300042,计划购电量!ED142,调整购电量!ED142
134,22:20,22:30,22.333333333333332,22.5,3268.4465,0.0,3268.4465,0.4368,542.26601,542.26601,3253.5960600000003,3253.5960600000003,0.0,2.4750733333332846,0.0,14.850439999999708,14.850439999999708,0.0,0.0,0.0,0.0,3110.70743274074,3107.9573512592583,1200.0,10800.0,236.86179316800005,0.0,0.0,236.86179316800005,计划购电量!EE142,调整购电量!EE142
135,22:30,22:40,22.5,22.666666666666664,3317.19,0.0,3317.19,0.4198,1377.2074,1377.2074,8263.244400000001,8263.244400000001,824.3424,0.0,4946.0544,0.0,-4946.0544,0.0,0.0,0.0,0.0,3107.9573512592583,3849.8655112592583,1200.0,10800.0,578.15166652,0.0,0.0,578.15166652,计划购电量!EF142,调整购电量!EF142
136,22:40,22:50,22.666666666666664,22.833333333333332,3281.0391,0.0,3281.0391,0.4186,1413.3397,1413.3397,8480.0382,8480.0382,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,33.16651666666678,198.99910000000068,3849.8655112592583,4599.865511259259,1200.0,10800.0,591.62399842,0.0,0.0,591.62399842,计划购电量!EG142,调整购电量!EG142
137,22:50,23:00,22.833333333333332,23.0,3250.7574,0.0,3250.7574,0.4241,1407.3873,1407.3873,8444.323800000002,8444.323800000002,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,32.26106666666692,193.56640000000152,4599.865511259259,5349.865511259259,1200.0,10800.0,596.87295393,0.0,0.0,596.87295393,计划购电量!EH142,调整购电量!EH142
138,23:00,23:10,23.0,23.166666666666664,3190.39,0.0,3190.39,0.4237,1395.2976,1395.2976,8371.785600000001,8371.785600000001,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,30.232600000000275,181.39560000000165,5349.865511259259,6099.865511259259,1200.0,10800.0,591.1875931200001,0.0,0.0,591.1875931200001,计划购电量!EI142,调整购电量!EI142
139,23:10,23:20,23.166666666666664,23.333333333333332,2998.9363,0.0,2998.9363,0.4248,1202.1448,1202.1448,7212.8688,7212.8688,702.3220833333335,0.0,4213.932500000001,0.0,-4213.932500000001,0.0,0.0,0.0,0.0,6099.865511259259,6731.955386259258,1200.0,10800.0,510.67111104,0.0,0.0,510.67111104,计划购电量!EJ142,调整购电量!EJ142
140,23:20,23:30,23.333333333333332,23.5,2920.9743,0.0,2920.9743,0.424,1340.0448,1340.0448,8040.2688,8040.2688,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,19.8824166666667,119.2945000000002,6731.955386259258,7481.955386259258,1200.0,10800.0,568.1789951999999,0.0,0.0,568.1789951999999,计划购电量!EK142,调整购电量!EK142
141,23:30,23:40,23.5,23.666666666666664,2989.3,0.0,2989.3,0.422,1372.7591,1372.7591,8236.554600000001,8236.554600000001,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,41.209100000000035,247.2546000000002,7481.955386259258,8231.955386259258,1200.0,10800.0,579.3043402,0.0,0.0,579.3043402,计划购电量!EL142,调整购电量!EL142
142,23:40,23:50,23.666666666666664,23.833333333333332,3024.571,0.0,3024.571,0.424,1376.6196,1376.6196,8259.7176,8259.7176,833.3333333333333,0.0,5000.0,0.0,-5000.0,0.0,0.0,39.19110000000012,235.14660000000072,8231.955386259258,8981.955386259258,1200.0,10800.0,583.6867103999999,0.0,0.0,583.6867103999999,计划购电量!EM142,调整购电量!EM142
143,23:50,24:00,23.833333333333332,24.0,3193.3141,0.0,3193.3141,0.4271,569.80165,569.80165,3418.8099,3418.8099,37.58263333333332,0.0,225.49579999999992,0.0,-225.49579999999992,0.0,0.0,0.0,0.0,8981.955386259258,9015.779756259259,1200.0,10800.0,243.362284715,0.0,0.0,243.362284715,计划购电量!EN142,调整购电量!EN142
