date,total_cost,plan_cost,emergency_cost,emergency_kwh
2025-02-01,19848.71960652495,19816.0953270524,1222.304745219999,289.49703999999974
2025-02-02,62371.13591897616,61744.208586323395,2151.3652224188095,339.43913260000147
2025-02-03,66214.56236615915,60730.668475379294,6059.090869664716,1026.1136868999997
2025-02-04,64445.62130054667,63065.631310216006,38.56235126666696,7.275915333333387
2025-02-05,63769.26841543193,57498.8639295615,1625.6849358434367,257.2555209999979
2025-02-06,64069.32916295179,65787.99821149798,316.349605568002,49.88277000000028
2025-02-07,19678.8815826451,19685.481961179,1327.2126101853985,317.31720389999964
2025-02-08,15341.860680174252,14274.330002952702,0.0,0.0
2025-02-09,61640.0765356125,60433.5114493196,226.6732415130947,43.91621706666578
2025-02-10,55225.12620085205,54661.99428084274,268.55084317433443,54.19675483333356
2025-02-11,58688.98634820711,53424.7972611671,2676.8878244041384,506.590751933328
2025-02-12,62385.6070127523,56447.03576802921,5444.788604200043,1015.9401280999989
2025-02-13,51712.187241406515,51573.21648651268,89.50397940399998,17.80110966666666
2025-02-14,15360.010398328199,14869.857792802399,0.0,0.0
2025-02-15,15618.709468066365,15633.905585125402,2.0970730894642218,0.5028349333327471
2025-02-16,58075.19960268775,58487.402700461906,218.5799624671668,41.49224400000003
2025-02-17,54377.51607601196,55368.98782853472,950.1954918543329,149.71908277333227
2025-02-18,54508.513292927506,45515.26433408873,142.90773924666846,28.80519666666703
2025-02-19,56867.29524567849,48046.32653774609,3664.6930556776842,702.2987351699908
2025-02-20,52699.96205835654,53120.839319454695,375.17258145400035,68.89194800000007
2025-02-21,15177.2772593553,15221.8535129748,0.0,0.0
2025-02-22,15353.543259758952,15243.345241693902,0.0,0.0
2025-02-23,52244.92986420176,51478.1209279809,24.371099096667074,4.713945666666746
2025-02-24,49759.666153268554,49170.94726529201,541.0417238700479,122.6179606999996
2025-02-25,47939.62640424067,46923.12617855394,576.6000581031211,113.7868172266648
2025-02-26,51988.601094764344,44315.827724084425,1264.8724763308978,242.46250573333288
2025-02-27,46879.77878509903,44896.2898457711,656.5549194890359,116.29474826666171
2025-02-28,13746.509224005598,13945.546982554599,0.0,0.0
2025-03-01,17391.94747937676,15871.9864010152,2294.4538802470074,489.3359286666681
2025-03-02,58245.472565634234,52756.3296374564,4903.107962067429,842.8640130466591
2025-03-03,53395.76227233561,52242.302865945996,1065.976096332656,208.1524640846659
2025-03-04,50158.1826921685,43524.45319288,3.1064865000005213,0.6247333333334382
2025-03-05,47771.327493498284,46375.9010668189,699.9054235833294,135.57192666666592
2025-03-06,45223.46026684989,44101.758985367196,0.0,0.0
2025-03-07,14320.171625279698,13910.7808270745,1145.392019928708,279.7508130333352
2025-03-08,14735.868703627064,13539.99944734107,0.0,0.0
2025-03-09,45057.54174119846,45459.653691722706,0.0,0.0
2025-03-10,49297.71649836865,44385.850832507,944.611060593679,146.91312603333006
2025-03-11,48141.03196490246,35582.499856698705,342.6454423218106,67.34528856666228
2025-03-12,45168.272479323394,43691.3870671866,1139.7781663000167,222.52846386665726
2025-03-13,46959.03892830239,45157.917245052,777.042688907992,123.18291966666538
2025-03-14,12649.1064297223,12810.2412701438,0.0,0.0
2025-03-15,14449.9884070231,13152.7635989452,1054.4237293750016,255.3760000000004
2025-03-16,44845.1255346823,43316.0096224939,8.081100000000493,1.6400000000001
2025-03-17,41591.927415314196,38926.432141189696,573.8757206666561,115.83354999999786
2025-03-18,41447.19587470617,41710.92883447883,0.0,0.0
2025-03-19,42028.049002091924,36057.04930742715,0.0,0.0
2025-03-20,44186.70092729034,42620.1654396856,1046.3864371858353,165.68347780000278
2025-03-21,12180.702785181928,11521.6914391762,856.6229606332113,198.2625276666656
2025-03-22,13118.15343048965,13328.6286463539,0.0,0.0
2025-03-23,42577.01201446565,42275.876446373,1874.5548104416537,304.5231124000006
2025-03-24,39608.148386066394,39190.863057453396,20.633368897202097,4.206170400000428
2025-03-25,43232.410738540995,41971.225841554995,0.0,0.0
2025-03-26,39766.90729945599,37701.147031725995,1738.9847022149897,270.0915899999984
2025-03-27,39243.9793089529,40039.9268427941,0.0,0.0
2025-03-28,12674.158226291936,11904.128733360201,1004.7805363773346,240.23443786666695
2025-03-29,12961.387877082663,12136.165109824,660.0416476994635,148.2162564333295
2025-03-30,38099.7697783297,38959.6320887184,0.0,0.0
2025-03-31,38798.24756901781,34816.6734900279,142.73134208946485,27.96819496665885
2025-04-01,42938.63192663115,39109.1014592917,134.3237061114933,20.385176043330034
2025-04-02,43054.88641748421,39247.378424232804,2046.2025554276122,307.32991220000184
2025-04-03,39550.5717499692,40262.3578082974,1171.0943817416517,168.90378333333115
2025-04-04,11419.199114061563,10853.1428806226,803.2424426260638,193.85602573333267
2025-04-05,13405.208757221022,12582.9096997763,622.7237885880214,151.60789593333044
2025-04-06,39498.36416121896,37379.645417823005,2184.3786298512514,354.21167649999757
2025-04-07,35446.4028088181,31474.7675136397,1307.6767680211508,195.9213076666643
2025-04-08,38414.5257354772,35774.3770546939,390.81495706649457,58.34377841999267
2025-04-09,42924.927359316156,37498.456745516,3193.9582192166536,489.800439999998
2025-04-10,37224.4781967836,35437.935101984694,1582.2240728649099,265.2082414666682
2025-04-11,11303.022519426695,10698.6525044016,167.9319924469689,41.5056827600022
2025-04-12,10991.180225164897,10959.5541985124,282.58154029174614,75.80993703333229
2025-04-13,37523.295366119026,35327.402930704906,1054.9586786158147,179.55030763333548
2025-04-14,36815.00628604932,36053.730432271,1836.2960301014668,282.1814875299987
2025-04-15,36051.43475522278,30957.1521943941,380.69249389136985,60.64875856666206
2025-04-16,39452.11081606543,34321.4408236178,2059.223199725385,313.31531786666426
2025-04-17,36067.90143276828,31479.5513802216,1860.2959667687846,284.710126533331
2025-04-18,11708.737191386033,10459.7415640748,1227.9655507929988,314.999115333333
2025-04-19,11283.856241977695,10677.79159804011,0.0,0.0
2025-04-20,36311.57550152683,33610.799385073806,255.3835520008741,39.151242066667805
2025-04-21,33612.82859107133,32538.187647791103,1874.3017606748333,299.30447683333335
2025-04-22,37026.7373184287,31010.226989428098,0.0,0.0
2025-04-23,35342.36779037949,29197.5711430585,1363.126997478241,203.96053679999628
2025-04-24,33868.3208179066,29936.235567496202,2845.8880475984442,428.88958769999914
2025-04-25,12050.271736587403,10602.821576786198,1743.3097306496604,413.7929576666652
2025-04-26,10897.395544955109,10473.8700569989,271.7911319687589,64.76614606666482
2025-04-27,34824.337236797364,30278.6517865777,1890.6328885587636,292.4974455333328
2025-04-28,39154.17376110116,35594.897652432,1079.7089122501663,177.74610899999993
2025-04-29,34740.2207729233,29401.9857235526,1068.5010964065973,161.45377703333293
2025-04-30,33848.02180934063,28815.834882998402,2670.787741713227,454.6093287333272
2025-05-01,45728.01324908716,29900.71665008537,12393.002183826247,2048.587012166666
2025-05-02,15262.436096039472,12440.9735659778,2881.310281510823,585.250557699998
2025-05-03,17537.869519048905,12498.9981134091,5054.700725983807,1104.1234104333314
2025-05-04,41247.11612552457,33896.0515644174,6845.208950113332,1118.358902833333
2025-05-05,39439.27977251953,36902.2692428172,2736.1967723823273,422.1282184333299
2025-05-06,38373.88411308575,32026.921182120197,0.0,0.0
2025-05-07,41213.11721973595,35667.466086090004,1806.4473020789414,277.2921575333271
2025-05-08,37117.894564902366,36507.227652024,480.7003690794636,73.4566578666662
2025-05-09,12894.519685961499,13028.316064504299,0.0,0.0
2025-05-10,12032.509016996808,12010.616229483405,0.0,0.0
2025-05-11,41597.926201693306,36149.265578692,3248.1178041383137,474.5133766666638
2025-05-12,37964.008563858464,32691.2343438012,42.81129893732181,8.833207666664293
2025-05-13,39139.00920338287,34088.3107439426,2833.3433495654135,442.9590784999995
2025-05-14,36515.48439921278,34690.396497288995,168.06640155552955,27.94842059999944
2025-05-15,35827.4065433481,34608.3028208466,0.0,0.0
