date,total_cost,plan_cost,emergency_cost,emergency_kwh
2025-06-08,56610.64703075123,48298.05000668601,8312.597024065219,1184.6229188000027
2025-06-09,56668.082969014366,55058.4448620657,1609.6381069486665,229.3005783333333
2025-06-10,67119.93006758283,49155.25876837248,17964.67129921035,2729.652519833331
2025-06-11,74986.56997579275,52678.846465986295,22307.72350980646,3622.7504166999984
2025-06-12,54919.9677613841,53203.4936930537,1716.4740683303992,245.61208133333318
2025-06-13,19200.4017722568,19200.4017722568,0.0,0.0
2025-06-14,17770.7735015166,17770.7735015166,0.0,0.0
2025-06-15,70629.37695037125,48624.672557059894,22004.704393311356,3189.138927899996
2025-06-16,67012.34130678544,50996.5958150144,16015.745491771037,2415.019595516665
2025-06-17,78242.28450306835,50957.8596633962,27284.424839672152,4110.959024333331
2025-06-18,56340.18537142522,51117.3869550376,5222.7984163876245,777.7566974999937
2025-06-19,63549.088460579915,47791.73694997566,15757.351510604254,2361.450311666664
2025-06-20,17264.117605205698,17264.117605205698,0.0,0.0
2025-06-21,16606.9582430667,16606.9582430667,0.0,0.0
2025-06-22,59079.64054992124,46352.77884009731,12726.861709823934,1843.8429768999977
2025-06-23,54166.58256723007,47406.8608870586,6759.721680171466,1113.530233200002
2025-06-24,60624.61241318609,55967.04719529635,4657.565217889742,835.9723814666615
2025-06-25,68190.09473890775,47158.9007474952,21031.19399141255,3127.2118631
2025-06-26,60046.89734941699,46090.700174101075,13956.197175315912,2063.747459199997
2025-06-27,17083.672397950668,16678.7104816472,404.9619163034704,105.5775312333312
2025-06-28,15896.829318705399,15896.829318705399,0.0,0.0
2025-06-29,75419.20652743455,45835.35933474738,29583.84719268717,4356.818003843331
2025-06-30,50148.62732969999,49388.940979615494,759.686350084502,107.85233500000027
2025-07-01,170248.4208640088,45118.7885194745,125129.6323445343,18479.839979423326
2025-07-02,92709.1997214064,52841.3934676541,39867.8062537523,5413.926438666662
2025-07-03,65708.4768600878,63939.883563113995,1768.593296973807,411.3643201666615
2025-07-04,42970.640254173835,20163.630419145426,22807.009835028413,5362.1068706866645
2025-07-05,34009.088566581864,21889.5705119576,12119.51805462426,2313.183461799998
2025-07-06,115303.5238904354,57315.462966682804,57988.06092375261,7503.1044908666645
2025-07-07,60641.07419147309,60433.72735034309,207.34684112999955,24.62817333333328
2025-07-08,66621.85868381282,62824.67868856901,3797.1799952438114,434.117193466668
2025-07-09,62809.259092629065,60887.6118535236,1921.6472391054635,243.45586070000303
2025-07-10,68332.73381697686,56848.53049371501,11484.203323261858,1459.8035549666633
2025-07-11,28126.67282935972,27713.316285316403,413.3565440433167,86.94257666666309
2025-07-12,23890.665775045192,23765.0077128152,125.65806222999026,49.41964933332967
2025-07-13,60058.99327857481,59993.72274269981,65.27053587500025,7.52615000000003
2025-07-14,62662.96900672694,55728.748497331,6934.220509395939,801.0312219666694
2025-07-15,58814.310730667916,58730.599857222915,83.71087344499995,10.030666666666662
2025-07-16,59362.552416822335,56722.262605839,2640.2898109833295,371.5703246666617
2025-07-17,74169.44433984163,55026.10949546,19143.33484438163,2538.004393933328
2025-07-18,24508.987279214,24508.987279214,0.0,0.0
2025-07-19,25848.921557911315,24429.676503186998,1419.2450547243175,233.57508973333336
2025-07-20,57945.8005071956,57841.7260772956,104.07442990000168,12.231100000000197
2025-07-21,60466.09334160599,60240.95081824099,225.1425233650026,26.14239666666697
2025-07-22,79287.77132973968,54687.92213363581,24599.849196103867,3081.8383831999918
2025-07-23,65323.26933541731,62764.73014803182,2558.5391873854924,330.76762406666563
2025-07-24,63852.14478540437,63766.4952785127,85.6495068916682,10.281583333333515
2025-07-25,23828.306370742343,22318.56922855026,1509.737142192084,254.36814636666412
2025-07-26,23658.879373372958,22593.10134658532,1065.7780267876362,164.35778036666454
2025-07-27,74686.95742050963,56406.146851626,18280.810568883633,2196.274837566665
2025-07-28,73868.00296141588,58855.7061533317,15012.296808084186,1943.0457507166636
2025-07-29,88754.88354831525,55903.050903913,32851.83264440225,3955.7073991999982
2025-07-30,115999.53307288648,51953.204860631,64046.32821225548,7812.844160899996
2025-07-31,90522.04972608702,54455.502800799804,36066.54692528721,4295.812021759999
2025-08-01,23863.03802351153,22542.2855520728,1320.7524714387284,307.17103349999775
2025-08-02,23608.601874565127,22493.400606991803,1115.2012675733247,180.22481666666533
2025-08-03,59574.27378055141,47858.14853380059,11716.125246750824,1765.9676199599949
2025-08-04,52053.201970247,52016.177102972,37.0248672749996,4.588816666666617
