purchase_error_kwh,locked_loss_divided_by_pi_kwh,open_loss_divided_by_pi_kwh
0.6500000000000001,0.6500000000000001,0.32500000000000007
0.6600000000000001,0.6600000000000001,0.33000000000000007
0.6700000000000002,0.6700000000000002,0.3350000000000001
0.6800000000000002,0.6800000000000002,0.3400000000000001
0.6900000000000002,0.6900000000000002,0.3450000000000001
0.7000000000000002,0.7000000000000002,0.3500000000000001
0.7100000000000002,0.7100000000000002,0.3550000000000001
0.72,0.72,0.36
0.73,0.73,0.365
0.74,0.74,0.37
0.75,0.75,0.375
0.76,0.76,0.38
0.77,0.77,0.385
0.78,0.78,0.39
0.79,0.79,0.395
0.8,0.8,0.4
0.8100000000000003,0.8100000000000003,0.40500000000000014
0.8200000000000001,0.8200000000000001,0.41000000000000003
0.8300000000000003,0.8300000000000003,0.41500000000000015
0.8400000000000001,0.8400000000000001,0.42000000000000004
0.8499999999999999,0.8499999999999999,0.42499999999999993
0.8600000000000001,0.8600000000000001,0.43000000000000005
0.8699999999999999,0.8699999999999999,0.43499999999999994
0.8800000000000001,0.8800000000000001,0.44000000000000006
0.8899999999999999,0.8899999999999999,0.44499999999999995
0.9000000000000001,0.9000000000000001,0.45000000000000007
0.9099999999999999,0.9099999999999999,0.45499999999999996
0.9200000000000002,0.9200000000000002,0.4600000000000001
0.9299999999999999,0.9299999999999999,0.46499999999999997
0.9400000000000002,0.9400000000000002,0.4700000000000001
0.95,0.95,0.475
0.9600000000000002,0.9600000000000002,0.4800000000000001
0.97,0.97,0.485
0.9800000000000002,0.9800000000000002,0.4900000000000001
0.99,0.99,0.495
1.0000000000000002,1.0000000000000002,0.5000000000000001
1.01,1.01,0.505
1.0200000000000002,1.0200000000000002,0.5100000000000001
1.03,1.03,0.515
1.0400000000000003,1.0400000000000003,0.5200000000000001
1.05,1.05,0.525
1.0600000000000003,1.0600000000000003,0.5300000000000001
1.07,1.07,0.535
1.0800000000000003,1.0800000000000003,0.5400000000000001
1.09,1.09,0.545
1.1000000000000003,1.1000000000000003,0.5500000000000002
1.11,1.11,0.555
1.1199999999999999,1.1199999999999999,0.5599999999999999
1.1300000000000001,1.1300000000000001,0.5650000000000001
1.14,1.14,0.57
1.1500000000000001,1.1500000000000001,0.5750000000000001
1.16,1.16,0.58
1.1700000000000002,1.1700000000000002,0.5850000000000001
1.18,1.18,0.59
1.1900000000000002,1.1900000000000002,0.5950000000000001
1.2,1.2,0.6
